date,a_close,h_close_hkd,fx_rate,h_close_cny,ah_premium_pct
2019-08-12,4.57,2.3671,0.92,2.1777320000000002,1.0985134993653949
2019-08-13,4.53,2.3241,0.92,2.138172,1.1186321773926515
2019-08-14,4.53,2.3487,0.92,2.160804,1.0964418799669011
2019-08-15,4.5,2.3425,0.92,2.1551,1.0880701591573478
2019-08-16,4.5,2.3364,0.92,2.149488,1.0935218061231327
2019-08-19,4.56,2.3671,0.92,2.1777320000000002,1.0939215661063892
2019-08-20,4.57,2.3979,0.92,2.206068,1.071558990928657
2019-08-21,4.56,2.3917,0.92,2.2003640000000004,1.0723843873104628
2019-08-22,4.54,2.3671,0.92,2.1777320000000002,1.0847376995883788
2019-08-23,4.52,2.3548,0.92,2.166416,1.086395226032304
2019-08-26,4.48,2.3056,0.92,2.1211520000000004,1.1120598618109403
2019-08-27,4.5,2.2933,0.92,2.109836,1.1328671991567116
2019-08-28,4.5,2.2933,0.92,2.109836,1.1328671991567116
2019-08-29,4.5,2.3056,0.92,2.1211520000000004,1.121488700479739
