date,601857,00883,spread,rolling_mean,rolling_std,zscore,cheap_leg,pair_direction
2018-11-23,5.57,6.29096,0.16734636142337256,0.1768261578974415,0.032007789800462774,-0.2961715424015898,a,long_a_short_h
2018-11-26,5.54,6.350576,0.15415705197771068,0.17622433141474325,0.03174617685645039,-0.6951161249058814,a,long_a_short_h
2018-11-27,5.51,6.221408,0.16569664539637285,0.17568759060673647,0.03136979573523879,-0.3184893295030429,a,long_a_short_h
2018-11-28,5.55,6.360512,0.15466946527211256,0.17536219829485367,0.03138372415950625,-0.6593460010536448,a,long_a_short_h
2018-11-29,5.51,6.3704480000000006,0.14614716214275192,0.17495770730162494,0.031445312169955705,-0.9162111351656396,a,long_a_short_h
2018-11-30,5.55,6.6090040000000005,0.12302165257126774,0.1745871914031315,0.031794128772467685,-1.621857268078918,a,long_a_short_h
2018-12-03,5.63,6.807724,0.11286910146593421,0.17412544486259404,0.032285083647467204,-1.8973574318574038,a,long_a_short_h
2018-12-04,5.63,6.877368,0.10446402553197887,0.1735790489490451,0.03290385739384123,-2.1005143132550415,a,long_a_short_h
2018-12-05,5.59,6.61894,0.1289624421261304,0.17326711215593443,0.03314905836439717,-1.3365287647925543,a,long_a_short_h
2018-12-06,5.54,6.489772,0.1362522764344425,0.17311113433393846,0.03327965646000377,-1.1075492303772356,a,long_a_short_h
2018-12-07,5.52,6.350576,0.15054041150752218,0.1729693833989473,0.03333971242137477,-0.672740412633117,a,long_a_short_h
2018-12-10,5.55,6.3704480000000006,0.15338046673627193,0.17312381255790113,0.03320429913603065,-0.5946020947692675,a,long_a_short_h
2018-12-11,5.52,6.330704,0.1531285096963828,0.17332816575299737,0.03300286577455991,-0.6120576374972067,a,long_a_short_h
2018-12-12,5.57,6.330704,0.16214570334657163,0.17350985718396963,0.03287953003696523,-0.3456300568962423,a,long_a_short_h
2018-12-13,5.62,6.489772,0.1505894395808498,0.1734842132869333,0.032896332199376044,-0.6959673670403218,a,long_a_short_h
2018-12-14,5.6,6.360512,0.16363813525487303,0.17347825371809406,0.03289806501175249,-0.29910933848862375,a,long_a_short_h
